id,number_of_vertices,asymmetric_depth,degree_sequence,graph_representation,g6string
6079,30,2,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)","{0: [1, 2, 3], 1: [0, 26, 29], 2: [0, 25, 27], 3: [0, 24, 28], 4: [5, 8, 11], 5: [4, 6, 12], 6: [5, 7, 9], 7: [6, 10, 11], 8: [4, 14, 23], 9: [6, 13, 21], 10: [7, 12, 17], 11: [4, 7, 18], 12: [5, 10, 18], 13: [9, 16, 22], 14: [8, 19, 20], 15: [16, 17, 19], 16: [13, 15, 27], 17: [10, 15, 26], 18: [11, 12, 25], 19: [14, 15, 24], 20: [14, 21, 29], 21: [9, 20, 27], 22: [13, 26, 28], 23: [8, 24, 25], 24: [3, 19, 23], 25: [2, 18, 23], 26: [1, 17, 22], 27: [2, 16, 21], 28: [3, 22, 29], 29: [1, 20, 28]}",]AGZA?GCGAC?@??a?CO?c?@?@????W?G??G???AG??c??CC??OO??@????GK???H_???q???W?
6080,30,2,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)","{0: [1, 2, 3], 1: [0, 24, 29], 2: [0, 25, 28], 3: [0, 26, 27], 4: [16, 17, 23], 5: [14, 15, 22], 6: [13, 15, 17], 7: [8, 10, 22], 8: [7, 11, 21], 9: [10, 12, 21], 10: [7, 9, 13], 11: [8, 12, 13], 12: [9, 11, 20], 13: [6, 10, 11], 14: [5, 18, 19], 15: [5, 6, 29], 16: [4, 18, 26], 17: [4, 6, 27], 18: [14, 16, 25], 19: [14, 20, 24], 20: [12, 19, 27], 21: [8, 9, 26], 22: [5, 7, 25], 23: [4, 24, 28], 24: [1, 19, 23], 25: [2, 18, 22], 26: [3, 16, 21], 27: [3, 17, 20], 28: [2, 23, 29], 29: [1, 15, 28]}",]IC`OgKO???@???__H??g?A_?O??C??GG?_A???W?@C??G_??A???C?????[???H_??AQ???Q?
6081,30,2,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)","{0: [1, 2, 3], 1: [0, 24, 29], 2: [0, 25, 28], 3: [0, 26, 27], 4: [16, 17, 23], 5: [14, 15, 22], 6: [13, 15, 17], 7: [16, 20, 22], 8: [11, 12, 21], 9: [10, 18, 21], 10: [9, 12, 13], 11: [8, 13, 18], 12: [8, 10, 19], 13: [6, 10, 11], 14: [5, 19, 20], 15: [5, 6, 29], 16: [4, 7, 26], 17: [4, 6, 27], 18: [9, 11, 25], 19: [12, 14, 27], 20: [7, 14, 24], 21: [8, 9, 26], 22: [5, 7, 25], 23: [4, 24, 28], 24: [1, 20, 23], 25: [2, 18, 22], 26: [3, 16, 21], 27: [3, 17, 19], 28: [2, 23, 29], 29: [1, 15, 28]}",]@OjA_O?G???@OAA?O_?o?B??C?@????K?O???@G??Q??GC??c????_??C?K???H_???q???W?
6082,30,2,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)","{0: [1, 2, 3], 1: [0, 24, 29], 2: [0, 25, 28], 3: [0, 26, 27], 4: [16, 17, 23], 5: [14, 15, 22], 6: [13, 15, 17], 7: [8, 10, 14], 8: [7, 11, 21], 9: [10, 12, 21], 10: [7, 9, 13], 11: [8, 12, 13], 12: [9, 11, 19], 13: [6, 10, 11], 14: [5, 7, 20], 15: [5, 6, 29], 16: [4, 19, 26], 17: [4, 6, 27], 18: [20, 22, 27], 19: [12, 16, 25], 20: [14, 18, 24], 21: [8, 9, 26], 22: [5, 18, 25], 23: [4, 24, 28], 24: [1, 20, 23], 25: [2, 19, 22], 26: [3, 16, 21], 27: [3, 17, 18], 28: [2, 23, 29], 29: [1, 15, 28]}",]AK?_XCGb????@?O_P?@?@???O??GG?G_?AG??GG??I??G???A????__?A?c???o_???i???D?
6083,30,2,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)","{0: [1, 2, 3], 1: [0, 26, 29], 2: [0, 24, 27], 3: [0, 25, 28], 4: [6, 12, 15], 5: [7, 8, 15], 6: [4, 9, 16], 7: [5, 11, 19], 8: [5, 10, 18], 9: [6, 14, 22], 10: [8, 16, 19], 11: [7, 17, 18], 12: [4, 17, 23], 13: [14, 20, 21], 14: [9, 13, 28], 15: [4, 5, 29], 16: [6, 10, 25], 17: [11, 12, 26], 18: [8, 11, 24], 19: [7, 10, 24], 20: [13, 23, 27], 21: [13, 22, 26], 22: [9, 21, 27], 23: [12, 20, 25], 24: [2, 18, 19], 25: [3, 16, 23], 26: [1, 17, 21], 27: [2, 20, 22], 28: [3, 14, 29], 29: [1, 15, 28]}",]G@QP?@C?OC?C_B??@_?g?O??_??_G?OO?_???B??@C??AC??o????O???CK???P_??@Q???Q?
6084,30,2,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)","{0: [1, 2, 3], 1: [0, 26, 27], 2: [0, 24, 29], 3: [0, 25, 28], 4: [5, 6, 23], 5: [4, 18, 22], 6: [4, 17, 21], 7: [9, 12, 22], 8: [10, 11, 21], 9: [7, 10, 14], 10: [8, 9, 13], 11: [8, 15, 19], 12: [7, 16, 20], 13: [10, 18, 19], 14: [9, 17, 20], 15: [11, 16, 18], 16: [12, 15, 17], 17: [6, 14, 16], 18: [5, 13, 15], 19: [11, 13, 27], 20: [12, 14, 24], 21: [6, 8, 25], 22: [5, 7, 25], 23: [4, 24, 26], 24: [2, 20, 23], 25: [3, 21, 22], 26: [1, 23, 29], 27: [1, 19, 28], 28: [3, 27, 29], 29: [2, 26, 28]}",]BCHA@AGOG??AG?D?W??G@???GO?O???S?C???OO?C_???S??B???G????CK???D_??@Q???W?
6085,30,2,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)","{0: [1, 2, 3], 1: [0, 24, 29], 2: [0, 25, 26], 3: [0, 27, 28], 4: [16, 17, 23], 5: [6, 7, 15], 6: [5, 14, 22], 7: [5, 12, 13], 8: [9, 19, 21], 9: [8, 10, 20], 10: [9, 11, 12], 11: [10, 14, 19], 12: [7, 10, 22], 13: [7, 17, 21], 14: [6, 11, 20], 15: [5, 18, 29], 16: [4, 18, 25], 17: [4, 13, 26], 18: [15, 16, 26], 19: [8, 11, 27], 20: [9, 14, 27], 21: [8, 13, 24], 22: [6, 12, 25], 23: [4, 24, 28], 24: [1, 21, 23], 25: [2, 16, 22], 26: [2, 17, 18], 27: [3, 19, 20], 28: [3, 23, 29], 29: [1, 15, 28]}",]IGOOWEG?_g????D?@_AC??_?_???W?C?A????AG??c??GC??GO??@????GK???H_???q???W?
6086,30,2,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)","{0: [1, 2, 3], 1: [0, 24, 29], 2: [0, 25, 28], 3: [0, 26, 27], 4: [16, 17, 23], 5: [14, 15, 22], 6: [12, 13, 15], 7: [9, 12, 22], 8: [9, 11, 21], 9: [7, 8, 13], 10: [11, 13, 20], 11: [8, 10, 12], 12: [6, 7, 11], 13: [6, 9, 10], 14: [5, 18, 19], 15: [5, 6, 29], 16: [4, 21, 27], 17: [4, 18, 26], 18: [14, 17, 25], 19: [14, 20, 24], 20: [10, 19, 27], 21: [8, 16, 26], 22: [5, 7, 25], 23: [4, 24, 28], 24: [1, 19, 23], 25: [2, 18, 22], 26: [3, 17, 21], 27: [3, 16, 20], 28: [2, 23, 29], 29: [1, 15, 28]}",]AK?gOcOR????Q?_?C??_@???D??H???o?C???@O??`??D???O_??_????CK???H_??AQ???Q?
6087,30,2,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)","{0: [1, 2, 3], 1: [0, 25, 28], 2: [0, 26, 27], 3: [0, 24, 29], 4: [9, 22, 23], 5: [11, 18, 21], 6: [10, 19, 20], 7: [8, 10, 23], 8: [7, 11, 22], 9: [4, 10, 11], 10: [6, 7, 9], 11: [5, 8, 9], 12: [13, 15, 25], 13: [12, 14, 29], 14: [13, 16, 24], 15: [12, 21, 28], 16: [14, 20, 27], 17: [18, 19, 24], 18: [5, 17, 29], 19: [6, 17, 28], 20: [6, 16, 26], 21: [5, 15, 27], 22: [4, 8, 25], 23: [4, 7, 26], 24: [3, 14, 17], 25: [1, 12, 22], 26: [2, 20, 23], 27: [2, 16, 21], 28: [1, 15, 19], 29: [3, 13, 18]}",]B@H@@@?_OA??P?H?_?O??_C?O??OG?P??O???__?B????K??B????G??A?K???H_??CQ???I?
6088,30,2,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)","{0: [1, 2, 3], 1: [0, 26, 29], 2: [0, 24, 27], 3: [0, 25, 28], 4: [5, 6, 23], 5: [4, 14, 16], 6: [4, 13, 15], 7: [8, 9, 22], 8: [7, 10, 11], 9: [7, 14, 18], 10: [8, 16, 21], 11: [8, 13, 18], 12: [14, 15, 17], 13: [6, 11, 22], 14: [5, 9, 12], 15: [6, 12, 16], 16: [5, 10, 15], 17: [12, 19, 27], 18: [9, 11, 29], 19: [17, 20, 24], 20: [19, 21, 25], 21: [10, 20, 28], 22: [7, 13, 25], 23: [4, 24, 26], 24: [2, 19, 23], 25: [3, 20, 22], 26: [1, 23, 27], 27: [2, 17, 26], 28: [3, 21, 29], 29: [1, 18, 28]}",]HD?Wg_O?O???@?H?COAC?`??O??O??_C?GC???W?@O???_???_??O?_?A?c???W_??Ca???@_
6089,30,2,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)","{0: [1, 2, 3], 1: [0, 24, 29], 2: [0, 26, 27], 3: [0, 25, 28], 4: [5, 8, 11], 5: [4, 6, 12], 6: [5, 7, 9], 7: [6, 10, 11], 8: [4, 9, 23], 9: [6, 8, 21], 10: [7, 12, 17], 11: [4, 7, 18], 12: [5, 10, 18], 13: [14, 16, 22], 14: [13, 19, 20], 15: [16, 17, 19], 16: [13, 15, 24], 17: [10, 15, 27], 18: [11, 12, 26], 19: [14, 15, 25], 20: [14, 21, 29], 21: [9, 20, 27], 22: [13, 25, 26], 23: [8, 24, 28], 24: [1, 16, 23], 25: [3, 19, 22], 26: [2, 18, 22], 27: [2, 17, 21], 28: [3, 23, 29], 29: [1, 20, 28]}",]B?aIOG???a?G??C_g?S??A_?c??W??_??_???AO?A@???g??K????G???OK???P_??CQ???E?
6090,30,2,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)","{0: [1, 2, 3], 1: [0, 26, 27], 2: [0, 25, 29], 3: [0, 24, 28], 4: [5, 6, 10], 5: [4, 7, 12], 6: [4, 8, 14], 7: [5, 11, 16], 8: [6, 11, 12], 9: [10, 13, 15], 10: [4, 9, 18], 11: [7, 8, 21], 12: [5, 8, 20], 13: [9, 17, 21], 14: [6, 15, 23], 15: [9, 14, 19], 16: [7, 19, 22], 17: [13, 18, 20], 18: [10, 17, 25], 19: [15, 16, 24], 20: [12, 17, 24], 21: [11, 13, 25], 22: [16, 23, 27], 23: [14, 22, 26], 24: [3, 19, 20], 25: [2, 18, 21], 26: [1, 23, 29], 27: [1, 22, 28], 28: [3, 27, 29], 29: [2, 26, 28]}",]?CaI`_A@????B@OAO?@_?E??C?O????K?C???_O??g??@C??W????_???CK???D_??@Q???W?
6091,30,2,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)","{0: [1, 2, 3], 1: [0, 24, 25], 2: [0, 27, 29], 3: [0, 26, 28], 4: [5, 17, 23], 5: [4, 6, 7], 6: [5, 16, 22], 7: [5, 14, 15], 8: [9, 11, 22], 9: [8, 12, 16], 10: [11, 16, 18], 11: [8, 10, 20], 12: [9, 14, 19], 13: [15, 18, 21], 14: [7, 12, 17], 15: [7, 13, 20], 16: [6, 9, 10], 17: [4, 14, 28], 18: [10, 13, 25], 19: [12, 21, 25], 20: [11, 15, 29], 21: [13, 19, 24], 22: [6, 8, 24], 23: [4, 26, 27], 24: [1, 21, 22], 25: [1, 18, 19], 26: [3, 23, 29], 27: [2, 23, 28], 28: [3, 17, 27], 29: [2, 20, 26]}",]?HI`@_?O_??A_D??E??W?E??C?A????K?C???CO?@G??@C??o????_???CK???D_??@Q???W?
6092,30,2,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)","{0: [1, 2, 3], 1: [0, 27, 29], 2: [0, 26, 28], 3: [0, 24, 25], 4: [5, 6, 23], 5: [4, 16, 22], 6: [4, 14, 15], 7: [13, 14, 16], 8: [10, 12, 16], 9: [10, 11, 17], 10: [8, 9, 19], 11: [9, 12, 15], 12: [8, 11, 21], 13: [7, 20, 21], 14: [6, 7, 22], 15: [6, 11, 19], 16: [5, 7, 8], 17: [9, 18, 29], 18: [17, 20, 24], 19: [10, 15, 25], 20: [13, 18, 25], 21: [12, 13, 24], 22: [5, 14, 28], 23: [4, 26, 27], 24: [3, 18, 21], 25: [3, 19, 20], 26: [2, 23, 29], 27: [1, 23, 28], 28: [2, 22, 27], 29: [1, 17, 26]}",]IC_XOS???g????C_@O?K?I??C?A?G?_?A????@O??c??CG??OG???G??@?K???D_??@Q???W?
6093,30,2,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)","{0: [1, 2, 3], 1: [0, 26, 27], 2: [0, 24, 29], 3: [0, 25, 28], 4: [5, 6, 17], 5: [4, 12, 16], 6: [4, 7, 8], 7: [6, 11, 15], 8: [6, 10, 12], 9: [14, 15, 18], 10: [8, 14, 23], 11: [7, 13, 22], 12: [5, 8, 19], 13: [11, 16, 20], 14: [9, 10, 21], 15: [7, 9, 20], 16: [5, 13, 21], 17: [4, 18, 19], 18: [9, 17, 25], 19: [12, 17, 24], 20: [13, 15, 27], 21: [14, 16, 25], 22: [11, 23, 24], 23: [10, 22, 26], 24: [2, 19, 22], 25: [3, 18, 21], 26: [1, 23, 29], 27: [1, 20, 28], 28: [3, 27, 29], 29: [2, 26, 28]}",]AKG_GaW?AG????c?_OAC?B??C?@???CC?GC???g?AA??C_??A???C?????[???H_??Aa???P?
6094,30,2,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)","{0: [1, 2, 3], 1: [0, 26, 27], 2: [0, 25, 29], 3: [0, 24, 28], 4: [5, 6, 23], 5: [4, 18, 22], 6: [4, 16, 17], 7: [12, 16, 18], 8: [13, 15, 18], 9: [10, 11, 19], 10: [9, 15, 17], 11: [9, 14, 16], 12: [7, 13, 20], 13: [8, 12, 21], 14: [11, 17, 21], 15: [8, 10, 20], 16: [6, 7, 11], 17: [6, 10, 14], 18: [5, 7, 8], 19: [9, 22, 25], 20: [12, 15, 27], 21: [13, 14, 24], 22: [5, 19, 26], 23: [4, 24, 25], 24: [3, 21, 23], 25: [2, 19, 23], 26: [1, 22, 29], 27: [1, 20, 28], 28: [3, 27, 29], 29: [2, 26, 28]}",]@O?GdCO?oD??CG??CGC_?P??I??A??CCC????AO??K???C???G??G@??A?S???o_???q???C_
6095,30,2,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)","{0: [1, 2, 3], 1: [0, 24, 25], 2: [0, 28, 29], 3: [0, 26, 27], 4: [5, 14, 17], 5: [4, 15, 16], 6: [9, 19, 20], 7: [8, 18, 22], 8: [7, 11, 23], 9: [6, 10, 23], 10: [9, 11, 22], 11: [8, 10, 21], 12: [16, 20, 29], 13: [15, 17, 28], 14: [4, 18, 25], 15: [5, 13, 25], 16: [5, 12, 27], 17: [4, 13, 26], 18: [7, 14, 29], 19: [6, 21, 26], 20: [6, 12, 28], 21: [11, 19, 27], 22: [7, 10, 24], 23: [8, 9, 24], 24: [1, 22, 23], 25: [1, 14, 15], 26: [3, 17, 19], 27: [3, 16, 21], 28: [2, 13, 20], 29: [2, 12, 18]}",]?CQ@?I@W?G@O?G?C??_O?O_A@?O??G?C??_??__?GA??C_??E???OG?@?CC???c_??AI???D?
6096,30,2,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)","{0: [1, 2, 3], 1: [0, 26, 27], 2: [0, 25, 29], 3: [0, 24, 28], 4: [5, 6, 23], 5: [4, 12, 22], 6: [4, 11, 16], 7: [13, 18, 22], 8: [18, 20, 21], 9: [10, 11, 19], 10: [9, 14, 15], 11: [6, 9, 20], 12: [5, 17, 19], 13: [7, 14, 26], 14: [10, 13, 27], 15: [10, 16, 26], 16: [6, 15, 27], 17: [12, 21, 29], 18: [7, 8, 29], 19: [9, 12, 28], 20: [8, 11, 28], 21: [8, 17, 25], 22: [5, 7, 24], 23: [4, 24, 25], 24: [3, 22, 23], 25: [2, 21, 23], 26: [1, 13, 15], 27: [1, 14, 16], 28: [3, 19, 20], 29: [2, 17, 18]}",]???GWO?g_@?A?G@G@B???__P?AG?@@???O???@_?O_??W??@A????W??CCC???K_??CQ???G_
6097,30,2,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)","{0: [1, 2, 3], 1: [0, 27, 29], 2: [0, 26, 28], 3: [0, 24, 25], 4: [15, 17, 19], 5: [16, 18, 19], 6: [8, 14, 21], 7: [9, 12, 14], 8: [6, 11, 20], 9: [7, 13, 22], 10: [13, 17, 20], 11: [8, 12, 15], 12: [7, 11, 18], 13: [9, 10, 16], 14: [6, 7, 15], 15: [4, 11, 14], 16: [5, 13, 21], 17: [4, 10, 22], 18: [5, 12, 23], 19: [4, 5, 28], 20: [8, 10, 24], 21: [6, 16, 25], 22: [9, 17, 24], 23: [18, 26, 27], 24: [3, 20, 22], 25: [3, 21, 29], 26: [2, 23, 29], 27: [1, 23, 28], 28: [2, 19, 27], 29: [1, 25, 26]}",]AK?gOcOR????Q?`?A?G??G??C??@_??W?C???OO?D????o??CG???G??@?K???D_??AQ???S?
6098,30,2,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)","{0: [1, 2, 3], 1: [0, 24, 29], 2: [0, 25, 27], 3: [0, 26, 28], 4: [5, 6, 23], 5: [4, 14, 22], 6: [4, 12, 13], 7: [8, 12, 14], 8: [7, 9, 17], 9: [8, 13, 18], 10: [11, 15, 21], 11: [10, 19, 20], 12: [6, 7, 22], 13: [6, 9, 14], 14: [5, 7, 13], 15: [10, 18, 29], 16: [19, 21, 25], 17: [8, 20, 27], 18: [9, 15, 27], 19: [11, 16, 24], 20: [11, 17, 26], 21: [10, 16, 26], 22: [5, 12, 25], 23: [4, 24, 28], 24: [1, 19, 23], 25: [2, 16, 22], 26: [3, 20, 21], 27: [2, 17, 18], 28: [3, 23, 29], 29: [1, 15, 28]}",]G?WaCOIAO?_?GG??CGCG?AO?Q?A???CC?C???AO??K???C???G??G@??A?S???o_???q???C_
6099,30,2,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)","{0: [1, 2, 3], 1: [0, 24, 29], 2: [0, 25, 26], 3: [0, 27, 28], 4: [5, 7, 8], 5: [4, 10, 11], 6: [7, 12, 17], 7: [4, 6, 16], 8: [4, 9, 14], 9: [8, 16, 17], 10: [5, 20, 22], 11: [5, 21, 23], 12: [6, 15, 19], 13: [14, 15, 18], 14: [8, 13, 27], 15: [12, 13, 26], 16: [7, 9, 24], 17: [6, 9, 28], 18: [13, 19, 24], 19: [12, 18, 27], 20: [10, 21, 29], 21: [11, 20, 25], 22: [10, 23, 25], 23: [11, 22, 26], 24: [1, 16, 18], 25: [2, 21, 22], 26: [2, 15, 23], 27: [3, 14, 19], 28: [3, 17, 29], 29: [1, 20, 28]}",]GGo_P?O???P@OAAAG?C??G??O??_O@?G?GO??S??C@??`????o??G????_K???P_??CQ???E?
6100,30,2,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)","{0: [1, 2, 3], 1: [0, 26, 27], 2: [0, 25, 29], 3: [0, 24, 28], 4: [5, 6, 23], 5: [4, 18, 22], 6: [4, 16, 17], 7: [12, 14, 18], 8: [11, 13, 18], 9: [10, 11, 19], 10: [9, 15, 17], 11: [8, 9, 16], 12: [7, 17, 20], 13: [8, 14, 20], 14: [7, 13, 21], 15: [10, 16, 21], 16: [6, 11, 15], 17: [6, 10, 12], 18: [5, 7, 8], 19: [9, 22, 25], 20: [12, 13, 27], 21: [14, 15, 24], 22: [5, 19, 26], 23: [4, 24, 25], 24: [3, 21, 23], 25: [2, 19, 23], 26: [1, 22, 29], 27: [1, 20, 28], 28: [3, 27, 29], 29: [2, 26, 28]}",]BOg?_AGA????c?K?P??W@O?H??@???GC?C???__??Q??GC??D????G??C?K???H_??CQ???I?
6101,30,2,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)","{0: [1, 2, 3], 1: [0, 28, 29], 2: [0, 26, 27], 3: [0, 24, 25], 4: [5, 6, 23], 5: [4, 11, 17], 6: [4, 10, 16], 7: [8, 12, 15], 8: [7, 9, 14], 9: [8, 10, 13], 10: [6, 9, 17], 11: [5, 14, 15], 12: [7, 16, 19], 13: [9, 20, 22], 14: [8, 11, 19], 15: [7, 11, 21], 16: [6, 12, 18], 17: [5, 10, 18], 18: [16, 17, 25], 19: [12, 14, 24], 20: [13, 21, 29], 21: [15, 20, 25], 22: [13, 26, 28], 23: [4, 24, 27], 24: [3, 19, 23], 25: [3, 18, 21], 26: [2, 22, 29], 27: [2, 23, 28], 28: [1, 22, 27], 29: [1, 20, 26]}",]IC`OgKO???@???c?H??K?I??O??C??CG?CA???W?@G??GO??A???C?????[???H_??AQ???Q?
6102,30,2,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)","{0: [1, 2, 3], 1: [0, 24, 25], 2: [0, 27, 29], 3: [0, 26, 28], 4: [5, 17, 23], 5: [4, 6, 7], 6: [5, 16, 22], 7: [5, 14, 15], 8: [13, 16, 19], 9: [12, 16, 18], 10: [11, 14, 21], 11: [10, 15, 20], 12: [9, 19, 20], 13: [8, 15, 21], 14: [7, 10, 18], 15: [7, 11, 13], 16: [6, 8, 9], 17: [4, 22, 28], 18: [9, 14, 25], 19: [8, 12, 25], 20: [11, 12, 29], 21: [10, 13, 24], 22: [6, 17, 24], 23: [4, 26, 27], 24: [1, 21, 22], 25: [1, 18, 19], 26: [3, 23, 29], 27: [2, 23, 28], 28: [3, 17, 27], 29: [2, 20, 26]}",]AKG`DCW???@??@C?O_@G?A_@???C??CG?GA???W?@G??GO??A???C?????[???H_??Aa???P?
6103,30,2,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)","{0: [1, 2, 3], 1: [0, 27, 29], 2: [0, 26, 28], 3: [0, 24, 25], 4: [5, 6, 23], 5: [4, 16, 22], 6: [4, 15, 21], 7: [8, 10, 22], 8: [7, 11, 18], 9: [11, 13, 17], 10: [7, 12, 14], 11: [8, 9, 15], 12: [10, 16, 19], 13: [9, 16, 20], 14: [10, 15, 18], 15: [6, 11, 14], 16: [5, 12, 13], 17: [9, 21, 28], 18: [8, 14, 24], 19: [12, 20, 29], 20: [13, 19, 24], 21: [6, 17, 25], 22: [5, 7, 25], 23: [4, 26, 27], 24: [3, 18, 20], 25: [3, 21, 22], 26: [2, 23, 29], 27: [1, 23, 28], 28: [2, 17, 27], 29: [1, 19, 26]}",]IC`OgKO???????A_A_AG?a??K??c??C??_@??OG??a??D????_??@?????[???P_??CQ???E?
6104,30,2,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)","{0: [1, 2, 3], 1: [0, 26, 27], 2: [0, 25, 29], 3: [0, 24, 28], 4: [5, 6, 23], 5: [4, 12, 16], 6: [4, 10, 11], 7: [8, 13, 15], 8: [7, 11, 19], 9: [18, 20, 22], 10: [6, 20, 21], 11: [6, 8, 18], 12: [5, 17, 19], 13: [7, 16, 27], 14: [15, 21, 27], 15: [7, 14, 26], 16: [5, 13, 26], 17: [12, 22, 28], 18: [9, 11, 29], 19: [8, 12, 29], 20: [9, 10, 28], 21: [10, 14, 25], 22: [9, 17, 24], 23: [4, 24, 25], 24: [3, 22, 23], 25: [2, 21, 23], 26: [1, 15, 16], 27: [1, 13, 14], 28: [3, 17, 20], 29: [2, 18, 19]}",]BCI@?aOOG???@?a@?O@_?P?C???G??OC?AC??AO??`???O??@???O?_?C?c???o_??@a???@_
6105,30,2,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)","{0: [1, 2, 3], 1: [0, 24, 25], 2: [0, 27, 29], 3: [0, 26, 28], 4: [6, 9, 11], 5: [8, 10, 12], 6: [4, 8, 19], 7: [9, 10, 15], 8: [5, 6, 16], 9: [4, 7, 14], 10: [5, 7, 21], 11: [4, 18, 20], 12: [5, 15, 22], 13: [14, 16, 17], 14: [9, 13, 24], 15: [7, 12, 27], 16: [8, 13, 28], 17: [13, 23, 25], 18: [11, 23, 29], 19: [6, 20, 25], 20: [11, 19, 26], 21: [10, 22, 27], 22: [12, 21, 26], 23: [17, 18, 24], 24: [1, 14, 23], 25: [1, 17, 19], 26: [3, 20, 22], 27: [2, 15, 21], 28: [3, 16, 29], 29: [2, 18, 28]}",]B@H@@@?_OA?@C?P?C_C?A???GO?O???S?O???GO?AC??Q???AG???G???_K???D_??AQ???S?
