id,number_of_vertices,asymmetric_depth,degree_sequence,graph_representation,g6string
6106,30,2,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)","{0: [1, 2, 3], 1: [0, 26, 27], 2: [0, 25, 29], 3: [0, 24, 28], 4: [5, 8, 14], 5: [4, 6, 12], 6: [5, 7, 10], 7: [6, 11, 16], 8: [4, 10, 11], 9: [12, 13, 15], 10: [6, 8, 20], 11: [7, 8, 21], 12: [5, 9, 18], 13: [9, 17, 21], 14: [4, 15, 23], 15: [9, 14, 19], 16: [7, 19, 22], 17: [13, 18, 20], 18: [12, 17, 27], 19: [15, 16, 24], 20: [10, 17, 24], 21: [11, 13, 25], 22: [16, 23, 25], 23: [14, 22, 26], 24: [3, 19, 20], 25: [2, 21, 22], 26: [1, 23, 29], 27: [1, 18, 28], 28: [3, 27, 29], 29: [2, 26, 28]}",]IC`OgKO???????@_O_@O?Q??K??c??C??O@??GG??a??H????_??@?????[???`_??AQ???E?
6107,30,2,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)","{0: [1, 2, 3], 1: [0, 26, 27], 2: [0, 25, 29], 3: [0, 24, 28], 4: [5, 6, 10], 5: [4, 7, 12], 6: [4, 8, 14], 7: [5, 11, 16], 8: [6, 11, 12], 9: [10, 13, 15], 10: [4, 9, 18], 11: [7, 8, 21], 12: [5, 8, 20], 13: [9, 17, 21], 14: [6, 15, 23], 15: [9, 14, 19], 16: [7, 19, 22], 17: [13, 18, 20], 18: [10, 17, 25], 19: [15, 16, 24], 20: [12, 17, 24], 21: [11, 13, 27], 22: [16, 23, 25], 23: [14, 22, 26], 24: [3, 19, 20], 25: [2, 18, 22], 26: [1, 23, 29], 27: [1, 21, 28], 28: [3, 27, 29], 29: [2, 26, 28]}",]?@QR?_C?O??C_B??C_A_?D??K@????OC?_???G_??P??A_??o????O???CK???H_??AQ???Q?
6108,30,2,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)","{0: [1, 2, 3], 1: [0, 26, 29], 2: [0, 25, 27], 3: [0, 24, 28], 4: [9, 11, 14], 5: [11, 15, 23], 6: [7, 12, 15], 7: [6, 8, 14], 8: [7, 13, 18], 9: [4, 10, 19], 10: [9, 16, 22], 11: [4, 5, 21], 12: [6, 13, 16], 13: [8, 12, 17], 14: [4, 7, 17], 15: [5, 6, 20], 16: [10, 12, 27], 17: [13, 14, 26], 18: [8, 19, 29], 19: [9, 18, 27], 20: [15, 21, 25], 21: [11, 20, 24], 22: [10, 26, 28], 23: [5, 24, 25], 24: [3, 21, 23], 25: [2, 20, 23], 26: [1, 17, 22], 27: [2, 16, 19], 28: [3, 22, 29], 29: [1, 18, 28]}",]GSo?C_O???KCC?g?a?OO?_??GG?O?A????B??@G?GO??OO??W????O??A?K???P_???q???S?
6109,30,2,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)","{0: [1, 2, 3], 1: [0, 28, 29], 2: [0, 25, 27], 3: [0, 24, 26], 4: [8, 10, 23], 5: [6, 8, 13], 6: [5, 11, 12], 7: [9, 15, 22], 8: [4, 5, 19], 9: [7, 14, 17], 10: [4, 18, 20], 11: [6, 16, 21], 12: [6, 15, 17], 13: [5, 14, 16], 14: [9, 13, 29], 15: [7, 12, 28], 16: [11, 13, 27], 17: [9, 12, 26], 18: [10, 19, 25], 19: [8, 18, 24], 20: [10, 21, 29], 21: [11, 20, 28], 22: [7, 26, 27], 23: [4, 24, 25], 24: [3, 19, 23], 25: [2, 18, 23], 26: [3, 17, 22], 27: [2, 16, 22], 28: [1, 15, 21], 29: [1, 14, 20]}",]IGQ?WcC??_@A??_?AG?K?A_?c??A?A?CA????AO??K???C???G??G@??A?S???o_???q???C_
6110,30,2,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)","{0: [1, 2, 3], 1: [0, 25, 28], 2: [0, 24, 29], 3: [0, 26, 27], 4: [5, 6, 17], 5: [4, 8, 13], 6: [4, 7, 15], 7: [6, 10, 16], 8: [5, 10, 11], 9: [11, 12, 14], 10: [7, 8, 23], 11: [8, 9, 21], 12: [9, 13, 18], 13: [5, 12, 21], 14: [9, 15, 20], 15: [6, 14, 19], 16: [7, 18, 22], 17: [4, 19, 20], 18: [12, 16, 27], 19: [15, 17, 26], 20: [14, 17, 24], 21: [11, 13, 25], 22: [16, 23, 25], 23: [10, 22, 24], 24: [2, 20, 23], 25: [1, 21, 22], 26: [3, 19, 29], 27: [3, 18, 28], 28: [1, 27, 29], 29: [2, 26, 28]}",]IC`OgK?A??A???A_@_@_?`??A?A?G?_??A???@O?AC??CG??CG???G??@?K???D_??@Q???W?
6111,30,2,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)","{0: [1, 2, 3], 1: [0, 24, 25], 2: [0, 27, 29], 3: [0, 26, 28], 4: [5, 9, 10], 5: [4, 6, 14], 6: [5, 7, 18], 7: [6, 12, 17], 8: [11, 13, 17], 9: [4, 16, 20], 10: [4, 15, 21], 11: [8, 16, 23], 12: [7, 14, 19], 13: [8, 15, 22], 14: [5, 12, 24], 15: [10, 13, 25], 16: [9, 11, 27], 17: [7, 8, 28], 18: [6, 19, 24], 19: [12, 18, 29], 20: [9, 21, 25], 21: [10, 20, 26], 22: [13, 23, 27], 23: [11, 22, 26], 24: [1, 14, 18], 25: [1, 15, 20], 26: [3, 21, 23], 27: [2, 16, 22], 28: [3, 17, 29], 29: [2, 19, 28]}",]G?IPHOC@????oA@?@_G_?A??_??GO?_GO?????W??H??OO??Q???C???C?K???`_??@Q???I?
6112,30,2,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)","{0: [1, 2, 3], 1: [0, 26, 27], 2: [0, 25, 29], 3: [0, 24, 28], 4: [5, 6, 23], 5: [4, 18, 22], 6: [4, 16, 17], 7: [13, 15, 21], 8: [10, 11, 21], 9: [12, 18, 20], 10: [8, 15, 18], 11: [8, 17, 19], 12: [9, 14, 19], 13: [7, 14, 20], 14: [12, 13, 16], 15: [7, 10, 17], 16: [6, 14, 22], 17: [6, 11, 15], 18: [5, 9, 10], 19: [11, 12, 27], 20: [9, 13, 25], 21: [7, 8, 24], 22: [5, 16, 26], 23: [4, 24, 25], 24: [3, 21, 23], 25: [2, 20, 23], 26: [1, 22, 29], 27: [1, 19, 28], 28: [3, 27, 29], 29: [2, 26, 28]}",]AKOOHAW@??G?c@A?C?A??@??C???o?@G?G???OO?CO??CO??CG???G???_K???D_??AQ???S?
6113,30,2,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)","{0: [1, 2, 3], 1: [0, 26, 27], 2: [0, 24, 29], 3: [0, 25, 28], 4: [5, 6, 17], 5: [4, 12, 16], 6: [4, 7, 8], 7: [6, 11, 15], 8: [6, 10, 12], 9: [14, 15, 19], 10: [8, 14, 23], 11: [7, 13, 22], 12: [5, 8, 18], 13: [11, 16, 21], 14: [9, 10, 20], 15: [7, 9, 21], 16: [5, 13, 20], 17: [4, 18, 19], 18: [12, 17, 25], 19: [9, 17, 24], 20: [14, 16, 27], 21: [13, 15, 25], 22: [11, 23, 26], 23: [10, 22, 24], 24: [2, 19, 23], 25: [3, 18, 21], 26: [1, 22, 29], 27: [1, 20, 28], 28: [3, 27, 29], 29: [2, 26, 28]}",]AK?_WaPB????@?O_P?@?@???O??GG?G_?AG??GG??I??G???A????__?A?c???o_???i???D?
6114,30,2,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)","{0: [1, 2, 3], 1: [0, 27, 29], 2: [0, 26, 28], 3: [0, 24, 25], 4: [5, 6, 23], 5: [4, 13, 16], 6: [4, 14, 15], 7: [8, 10, 20], 8: [7, 11, 17], 9: [12, 18, 19], 10: [7, 14, 19], 11: [8, 15, 21], 12: [9, 16, 20], 13: [5, 14, 22], 14: [6, 10, 13], 15: [6, 11, 16], 16: [5, 12, 15], 17: [8, 22, 24], 18: [9, 21, 29], 19: [9, 10, 25], 20: [7, 12, 25], 21: [11, 18, 24], 22: [13, 17, 28], 23: [4, 26, 27], 24: [3, 17, 21], 25: [3, 19, 20], 26: [2, 23, 29], 27: [1, 23, 28], 28: [2, 22, 27], 29: [1, 18, 26]}",]BCI@?aOOG???KA@?H?C??@CC???O???K?C???__??Q??I???@G??G????CK???`_???q???K?
6115,30,2,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)","{0: [1, 2, 3], 1: [0, 25, 29], 2: [0, 24, 27], 3: [0, 26, 28], 4: [8, 10, 11], 5: [7, 9, 11], 6: [7, 8, 12], 7: [5, 6, 10], 8: [4, 6, 9], 9: [5, 8, 13], 10: [4, 7, 14], 11: [4, 5, 20], 12: [6, 17, 23], 13: [9, 18, 22], 14: [10, 16, 19], 15: [16, 17, 18], 16: [14, 15, 26], 17: [12, 15, 27], 18: [13, 15, 25], 19: [14, 21, 29], 20: [11, 21, 24], 21: [19, 20, 27], 22: [13, 24, 26], 23: [12, 25, 28], 24: [2, 20, 22], 25: [1, 18, 23], 26: [3, 16, 22], 27: [2, 17, 21], 28: [3, 23, 29], 29: [1, 19, 28]}",]@PR@OW?_A?_???@_@O?c?G??C???W?_??G???AG??c??GC??GO??@????GK???H_???q???W?
6116,30,3,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)","{0: [1, 2, 3], 1: [0, 24, 29], 2: [0, 25, 28], 3: [0, 26, 27], 4: [16, 17, 23], 5: [14, 15, 22], 6: [12, 13, 15], 7: [9, 19, 22], 8: [10, 20, 21], 9: [7, 10, 13], 10: [8, 9, 12], 11: [12, 17, 18], 12: [6, 10, 11], 13: [6, 9, 20], 14: [5, 18, 19], 15: [5, 6, 29], 16: [4, 21, 27], 17: [4, 11, 26], 18: [11, 14, 25], 19: [7, 14, 24], 20: [8, 13, 27], 21: [8, 16, 26], 22: [5, 7, 25], 23: [4, 24, 28], 24: [1, 19, 23], 25: [2, 18, 22], 26: [3, 17, 21], 27: [3, 16, 20], 28: [2, 23, 29], 29: [1, 15, 28]}",]@??YP_S@GA???@O?AO@G?`??G??CG?C?G????H???c??@G??OG???O???CK???H_???q???W?
6117,30,3,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)","{0: [1, 2, 3], 1: [0, 25, 28], 2: [0, 24, 29], 3: [0, 26, 27], 4: [5, 6, 23], 5: [4, 21, 22], 6: [4, 13, 14], 7: [10, 11, 20], 8: [16, 18, 19], 9: [10, 12, 16], 10: [7, 9, 21], 11: [7, 12, 17], 12: [9, 11, 14], 13: [6, 19, 22], 14: [6, 12, 20], 15: [17, 18, 27], 16: [8, 9, 27], 17: [11, 15, 28], 18: [8, 15, 26], 19: [8, 13, 29], 20: [7, 14, 26], 21: [5, 10, 25], 22: [5, 13, 24], 23: [4, 24, 25], 24: [2, 22, 23], 25: [1, 21, 23], 26: [3, 18, 20], 27: [3, 15, 16], 28: [1, 17, 29], 29: [2, 19, 28]}",]B?Y@CGGA???@OAA?A_@O?c??C?@????K?C???GO?CG??GC??E????_???CK???D_??@Q???W?
6118,30,2,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)","{0: [1, 2, 3], 1: [0, 25, 29], 2: [0, 26, 28], 3: [0, 24, 27], 4: [5, 10, 15], 5: [4, 6, 14], 6: [5, 7, 8], 7: [6, 9, 21], 8: [6, 13, 19], 9: [7, 11, 19], 10: [4, 20, 23], 11: [9, 12, 18], 12: [11, 17, 22], 13: [8, 16, 21], 14: [5, 16, 20], 15: [4, 17, 18], 16: [13, 14, 29], 17: [12, 15, 25], 18: [11, 15, 26], 19: [8, 9, 27], 20: [10, 14, 24], 21: [7, 13, 27], 22: [12, 24, 26], 23: [10, 25, 28], 24: [3, 20, 22], 25: [1, 17, 23], 26: [2, 18, 22], 27: [3, 19, 21], 28: [2, 23, 29], 29: [1, 16, 28]}",]ICa@OSB?C?????@_@O?c?Q??C?@?GC???C???@O?AC??CG??CG???G??@?K???D_??@Q???W?
6119,30,2,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)","{0: [1, 2, 3], 1: [0, 24, 27], 2: [0, 25, 29], 3: [0, 26, 28], 4: [5, 6, 23], 5: [4, 21, 22], 6: [4, 13, 14], 7: [9, 10, 18], 8: [16, 17, 19], 9: [7, 16, 21], 10: [7, 12, 20], 11: [12, 13, 18], 12: [10, 11, 14], 13: [6, 11, 20], 14: [6, 12, 19], 15: [17, 22, 27], 16: [8, 9, 27], 17: [8, 15, 24], 18: [7, 11, 26], 19: [8, 14, 29], 20: [10, 13, 26], 21: [5, 9, 25], 22: [5, 15, 28], 23: [4, 24, 25], 24: [1, 17, 23], 25: [2, 21, 23], 26: [3, 18, 20], 27: [1, 15, 16], 28: [3, 22, 29], 29: [2, 19, 28]}",]@OjA_??G_???a@O?@_@G?D?G???_???K?_???@G?@A??@C??S????_??O?K???H_???q???W?
6120,30,2,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)","{0: [1, 2, 3], 1: [0, 24, 25], 2: [0, 27, 29], 3: [0, 26, 28], 4: [7, 9, 10], 5: [6, 10, 13], 6: [5, 8, 9], 7: [4, 8, 17], 8: [6, 7, 15], 9: [4, 6, 14], 10: [4, 5, 15], 11: [12, 18, 19], 12: [11, 20, 21], 13: [5, 14, 16], 14: [9, 13, 27], 15: [8, 10, 28], 16: [13, 22, 24], 17: [7, 18, 25], 18: [11, 17, 26], 19: [11, 23, 27], 20: [12, 22, 29], 21: [12, 23, 26], 22: [16, 20, 25], 23: [19, 21, 24], 24: [1, 16, 23], 25: [1, 17, 22], 26: [3, 18, 21], 27: [2, 14, 19], 28: [3, 15, 29], 29: [2, 20, 28]}",]GLQ@?A?O??@ACCO?A_GO?_??_??OG?GO?_???B??@C??AC??o????O???CK???P_??@Q???Q?
6121,30,2,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)","{0: [1, 2, 3], 1: [0, 24, 29], 2: [0, 25, 28], 3: [0, 26, 27], 4: [16, 17, 23], 5: [6, 15, 19], 6: [5, 7, 8], 7: [6, 14, 22], 8: [6, 12, 13], 9: [11, 12, 22], 10: [11, 13, 14], 11: [9, 10, 20], 12: [8, 9, 14], 13: [8, 10, 16], 14: [7, 10, 12], 15: [5, 18, 29], 16: [4, 13, 27], 17: [4, 18, 26], 18: [15, 17, 27], 19: [5, 21, 25], 20: [11, 21, 24], 21: [19, 20, 26], 22: [7, 9, 25], 23: [4, 24, 28], 24: [1, 20, 23], 25: [2, 19, 22], 26: [3, 17, 21], 27: [3, 16, 18], 28: [2, 23, 29], 29: [1, 15, 28]}",]BOi?CO???c?@_A@?D?@_?@?@???_G?OO@????B??@C??AC??o????O???CK???P_??@Q???Q?
6122,30,2,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)","{0: [1, 2, 3], 1: [0, 24, 29], 2: [0, 25, 26], 3: [0, 27, 28], 4: [16, 17, 23], 5: [6, 7, 15], 6: [5, 14, 22], 7: [5, 12, 13], 8: [9, 10, 14], 9: [8, 11, 21], 10: [8, 13, 20], 11: [9, 19, 20], 12: [7, 14, 17], 13: [7, 10, 21], 14: [6, 8, 12], 15: [5, 18, 29], 16: [4, 18, 25], 17: [4, 12, 26], 18: [15, 16, 26], 19: [11, 22, 24], 20: [10, 11, 27], 21: [9, 13, 27], 22: [6, 19, 25], 23: [4, 24, 28], 24: [1, 19, 23], 25: [2, 16, 22], 26: [2, 17, 18], 27: [3, 20, 21], 28: [3, 23, 29], 29: [1, 15, 28]}",]B?IPH?GG_???o?I?B?O??@C?C?G????K?C???GG?A_??O_??AO???G???OK???`_??AQ???E?
6123,30,2,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)","{0: [1, 2, 3], 1: [0, 25, 29], 2: [0, 24, 27], 3: [0, 26, 28], 4: [5, 6, 23], 5: [4, 9, 10], 6: [4, 8, 11], 7: [8, 9, 14], 8: [6, 7, 10], 9: [5, 7, 11], 10: [5, 8, 12], 11: [6, 9, 16], 12: [10, 13, 19], 13: [12, 17, 22], 14: [7, 18, 20], 15: [16, 17, 18], 16: [11, 15, 26], 17: [13, 15, 25], 18: [14, 15, 27], 19: [12, 21, 29], 20: [14, 21, 24], 21: [19, 20, 27], 22: [13, 24, 26], 23: [4, 25, 28], 24: [2, 20, 22], 25: [1, 17, 23], 26: [3, 16, 22], 27: [2, 18, 21], 28: [3, 23, 29], 29: [1, 19, 28]}",]?Dg??`O_cE??OA?G??@@?_G?Q??E?AO??D???C_??W???C???O???@????[???K_??CQ???G_
6124,30,3,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)","{0: [1, 2, 3], 1: [0, 24, 29], 2: [0, 25, 26], 3: [0, 27, 28], 4: [16, 17, 23], 5: [14, 15, 22], 6: [13, 15, 21], 7: [10, 12, 22], 8: [11, 17, 19], 9: [12, 20, 21], 10: [7, 11, 18], 11: [8, 10, 14], 12: [7, 9, 14], 13: [6, 19, 20], 14: [5, 11, 12], 15: [5, 6, 29], 16: [4, 18, 25], 17: [4, 8, 26], 18: [10, 16, 26], 19: [8, 13, 27], 20: [9, 13, 24], 21: [6, 9, 27], 22: [5, 7, 25], 23: [4, 24, 28], 24: [1, 20, 23], 25: [2, 16, 22], 26: [2, 17, 18], 27: [3, 19, 21], 28: [3, 23, 29], 29: [1, 15, 28]}",]@@JA_GC@????P?c@@?@_@???C??OG@?O?C???I??CC??G_??CG???O???CK???`_???q???K?
6125,30,3,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)","{0: [1, 2, 3], 1: [0, 24, 29], 2: [0, 25, 28], 3: [0, 26, 27], 4: [16, 17, 23], 5: [14, 15, 22], 6: [12, 13, 15], 7: [9, 19, 22], 8: [10, 11, 21], 9: [7, 10, 12], 10: [8, 9, 13], 11: [8, 12, 20], 12: [6, 9, 11], 13: [6, 10, 17], 14: [5, 18, 19], 15: [5, 6, 29], 16: [4, 21, 27], 17: [4, 13, 26], 18: [14, 20, 25], 19: [7, 14, 24], 20: [11, 18, 27], 21: [8, 16, 26], 22: [5, 7, 25], 23: [4, 24, 28], 24: [1, 19, 23], 25: [2, 18, 22], 26: [3, 17, 21], 27: [3, 16, 20], 28: [2, 23, 29], 29: [1, 15, 28]}",]BCaI?_?OO?C??@O?OO@OAC??E??o??C??C@??GG?AA??B????_??@?????[???P_??Ca???D?
6126,30,2,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)","{0: [1, 2, 3], 1: [0, 24, 29], 2: [0, 25, 27], 3: [0, 26, 28], 4: [16, 17, 23], 5: [6, 15, 19], 6: [5, 7, 8], 7: [6, 14, 22], 8: [6, 13, 17], 9: [12, 13, 14], 10: [11, 14, 21], 11: [10, 13, 20], 12: [9, 20, 21], 13: [8, 9, 11], 14: [7, 9, 10], 15: [5, 18, 29], 16: [4, 18, 25], 17: [4, 8, 27], 18: [15, 16, 27], 19: [5, 22, 26], 20: [11, 12, 24], 21: [10, 12, 26], 22: [7, 19, 25], 23: [4, 24, 28], 24: [1, 20, 23], 25: [2, 16, 22], 26: [3, 19, 21], 27: [2, 17, 18], 28: [3, 23, 29], 29: [1, 15, 28]}",]I?go_`AA????Q?I?O_?G?C??O?G?O??g?C???GO?C@??H???C_???G???_K???P_??@Q???Q?
6127,30,2,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)","{0: [1, 2, 3], 1: [0, 24, 29], 2: [0, 26, 27], 3: [0, 25, 28], 4: [16, 17, 23], 5: [6, 7, 15], 6: [5, 12, 14], 7: [5, 11, 13], 8: [10, 21, 22], 9: [10, 13, 14], 10: [8, 9, 20], 11: [7, 14, 22], 12: [6, 13, 16], 13: [7, 9, 12], 14: [6, 9, 11], 15: [5, 18, 29], 16: [4, 12, 27], 17: [4, 18, 26], 18: [15, 17, 27], 19: [20, 21, 26], 20: [10, 19, 25], 21: [8, 19, 24], 22: [8, 11, 25], 23: [4, 24, 28], 24: [1, 21, 23], 25: [3, 20, 22], 26: [2, 17, 19], 27: [2, 16, 18], 28: [3, 23, 29], 29: [1, 15, 28]}",]AK?gOcOR????Q@??C?C@?C??D??G???S?C???_G??I??K???C_???G??@?K???`_??@Q???I?
6128,30,2,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)","{0: [1, 2, 3], 1: [0, 24, 29], 2: [0, 25, 28], 3: [0, 26, 27], 4: [16, 17, 23], 5: [14, 15, 22], 6: [12, 13, 15], 7: [9, 19, 22], 8: [10, 20, 21], 9: [7, 10, 13], 10: [8, 9, 12], 11: [12, 18, 20], 12: [6, 10, 11], 13: [6, 9, 17], 14: [5, 18, 19], 15: [5, 6, 29], 16: [4, 21, 27], 17: [4, 13, 26], 18: [11, 14, 25], 19: [7, 14, 24], 20: [8, 11, 27], 21: [8, 16, 26], 22: [5, 7, 25], 23: [4, 24, 28], 24: [1, 19, 23], 25: [2, 18, 22], 26: [3, 17, 21], 27: [3, 16, 20], 28: [2, 23, 29], 29: [1, 15, 28]}",]@@JA_GC@????P?c@@?@_?@?C???OO@?G?C???@G?CC??H???K????O???CK???D_??CQ???K?
6129,30,2,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)","{0: [1, 2, 3], 1: [0, 26, 27], 2: [0, 25, 29], 3: [0, 24, 28], 4: [13, 14, 23], 5: [12, 19, 20], 6: [12, 18, 22], 7: [10, 11, 16], 8: [9, 11, 14], 9: [8, 10, 21], 10: [7, 9, 17], 11: [7, 8, 12], 12: [5, 6, 11], 13: [4, 15, 26], 14: [4, 8, 27], 15: [13, 17, 27], 16: [7, 21, 26], 17: [10, 15, 28], 18: [6, 20, 29], 19: [5, 22, 29], 20: [5, 18, 28], 21: [9, 16, 24], 22: [6, 19, 25], 23: [4, 24, 25], 24: [3, 21, 23], 25: [2, 22, 23], 26: [1, 13, 16], 27: [1, 14, 15], 28: [3, 17, 20], 29: [2, 18, 19]}",]BG?iG_O?O?A?G?c?C_GC?@_@???OGO???G???@G??Q??GG??K????_???CK???P_??CQ???E?
6130,30,2,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)","{0: [1, 2, 3], 1: [0, 24, 27], 2: [0, 25, 29], 3: [0, 26, 28], 4: [12, 13, 22], 5: [9, 14, 16], 6: [9, 15, 17], 7: [10, 18, 21], 8: [11, 20, 22], 9: [5, 6, 23], 10: [7, 11, 23], 11: [8, 10, 19], 12: [4, 20, 27], 13: [4, 21, 29], 14: [5, 15, 24], 15: [6, 14, 25], 16: [5, 17, 25], 17: [6, 16, 26], 18: [7, 19, 27], 19: [11, 18, 28], 20: [8, 12, 29], 21: [7, 13, 28], 22: [4, 8, 26], 23: [9, 10, 24], 24: [1, 14, 23], 25: [2, 15, 16], 26: [3, 17, 22], 27: [1, 12, 18], 28: [3, 19, 21], 29: [2, 13, 20]}",]BCI@?aOOG???KA@?H?C?@?C?C??O???K?C???g??AA??@C??D????G???OK???H_??CQ???I?
6131,30,2,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)","{0: [1, 2, 3], 1: [0, 24, 29], 2: [0, 26, 27], 3: [0, 25, 28], 4: [6, 19, 20], 5: [6, 8, 18], 6: [4, 5, 11], 7: [14, 21, 22], 8: [5, 13, 19], 9: [10, 13, 23], 10: [9, 11, 15], 11: [6, 10, 14], 12: [16, 21, 23], 13: [8, 9, 16], 14: [7, 11, 17], 15: [10, 17, 22], 16: [12, 13, 24], 17: [14, 15, 24], 18: [5, 20, 26], 19: [4, 8, 26], 20: [4, 18, 25], 21: [7, 12, 25], 22: [7, 15, 28], 23: [9, 12, 27], 24: [1, 16, 17], 25: [3, 20, 21], 26: [2, 18, 19], 27: [2, 23, 29], 28: [3, 22, 29], 29: [1, 27, 28]}",]?Dg??QO`AE??OA?G??B??_G?Q??E??P??D???C_??W???C???O???@????[???K_??CQ???G_
6132,30,2,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)","{0: [1, 2, 3], 1: [0, 26, 27], 2: [0, 24, 29], 3: [0, 25, 28], 4: [5, 6, 17], 5: [4, 15, 16], 6: [4, 7, 8], 7: [6, 12, 16], 8: [6, 11, 15], 9: [12, 13, 18], 10: [11, 14, 19], 11: [8, 10, 23], 12: [7, 9, 22], 13: [9, 14, 21], 14: [10, 13, 20], 15: [5, 8, 21], 16: [5, 7, 20], 17: [4, 18, 19], 18: [9, 17, 26], 19: [10, 17, 24], 20: [14, 16, 27], 21: [13, 15, 25], 22: [12, 23, 25], 23: [11, 22, 24], 24: [2, 19, 23], 25: [3, 21, 22], 26: [1, 18, 29], 27: [1, 20, 28], 28: [3, 27, 29], 29: [2, 26, 28]}",]@?GOCC?W?A@G?G?G?Q?O?COW??I??D?@?????`??P???_G??E???OG???SC???`_??Aa???D?
